,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
23926,34,management,single,secondary,no,194,no,no,cellular,29,aug,186,2,-1,0,unknown,no
23927,54,blue-collar,married,primary,no,1059,no,no,cellular,29,aug,73,8,-1,0,unknown,no
23929,30,management,single,tertiary,no,3849,no,no,telephone,29,aug,115,2,-1,0,unknown,no
23935,40,technician,divorced,secondary,no,0,no,no,cellular,29,aug,299,3,-1,0,unknown,no
23936,52,technician,married,tertiary,no,214,no,no,cellular,29,aug,161,3,-1,0,unknown,no
23937,55,blue-collar,married,primary,no,771,no,no,cellular,29,aug,98,19,-1,0,unknown,no
23941,33,blue-collar,married,secondary,no,842,no,no,cellular,29,aug,111,4,-1,0,unknown,no
23944,46,management,divorced,tertiary,no,0,no,yes,cellular,29,aug,38,6,-1,0,unknown,no
23950,32,management,single,tertiary,no,258,yes,no,cellular,29,aug,131,4,-1,0,unknown,no
23953,45,blue-collar,married,primary,no,292,yes,no,cellular,29,aug,961,4,-1,0,unknown,no
23968,31,management,married,tertiary,no,8312,no,no,cellular,29,aug,43,13,-1,0,unknown,no
23970,46,technician,divorced,secondary,no,117,no,no,cellular,29,aug,94,2,-1,0,unknown,no
23975,38,technician,single,secondary,no,50,no,no,cellular,29,aug,98,2,-1,0,unknown,no
23979,38,management,married,tertiary,no,46,no,no,cellular,29,aug,70,4,-1,0,unknown,no
23980,60,admin.,married,secondary,no,221,no,no,cellular,29,aug,92,4,-1,0,unknown,no
23981,46,blue-collar,married,unknown,no,0,no,no,telephone,29,aug,162,2,-1,0,unknown,no
24015,49,management,married,tertiary,no,0,no,no,cellular,29,aug,215,6,-1,0,unknown,no
24018,37,admin.,married,secondary,no,373,no,no,cellular,29,aug,98,10,-1,0,unknown,no
24026,47,admin.,married,secondary,no,84,no,no,telephone,29,aug,367,3,-1,0,unknown,no
24033,31,housemaid,single,secondary,no,13099,no,no,cellular,29,aug,6,9,-1,0,unknown,no
24035,46,management,married,tertiary,no,212,yes,no,cellular,29,aug,515,3,-1,0,unknown,no
24041,49,management,married,tertiary,no,0,no,no,telephone,17,oct,223,1,-1,0,unknown,yes
24050,31,entrepreneur,married,tertiary,no,79,yes,no,unknown,18,oct,558,1,-1,0,unknown,no
24053,45,admin.,divorced,secondary,no,1293,yes,yes,telephone,20,oct,164,1,-1,0,unknown,no
24057,30,technician,married,tertiary,no,239,no,no,telephone,20,oct,73,1,-1,0,unknown,no
24059,44,technician,single,secondary,no,1679,no,no,telephone,20,oct,718,1,-1,0,unknown,yes
24060,30,blue-collar,married,secondary,no,1664,yes,no,telephone,20,oct,2016,1,-1,0,unknown,yes
24062,32,admin.,married,secondary,no,8749,yes,yes,unknown,21,oct,294,1,-1,0,unknown,yes
24063,42,admin.,single,secondary,no,-247,yes,yes,telephone,21,oct,519,1,166,1,other,yes
24075,32,technician,single,tertiary,no,5514,no,no,telephone,22,oct,181,1,-1,0,unknown,yes
24077,40,management,married,tertiary,no,3352,yes,no,telephone,23,oct,138,1,-1,0,unknown,yes
24082,57,unknown,married,unknown,no,19268,no,no,unknown,23,oct,301,1,-1,0,unknown,yes
24083,26,services,single,secondary,no,1445,no,no,telephone,23,oct,171,1,-1,0,unknown,yes
24084,40,technician,divorced,tertiary,no,568,yes,no,unknown,24,oct,112,1,-1,0,unknown,yes
24090,36,technician,single,secondary,no,3254,yes,no,unknown,27,oct,207,1,-1,0,unknown,yes
24094,33,management,married,tertiary,no,431,yes,no,telephone,27,oct,51,1,-1,0,unknown,no
24102,31,admin.,married,secondary,no,352,no,no,telephone,28,oct,60,1,-1,0,unknown,no
24115,38,admin.,single,secondary,no,2470,no,no,telephone,31,oct,227,1,-1,0,unknown,yes
24121,60,management,married,tertiary,no,5041,no,no,telephone,4,nov,399,1,-1,0,unknown,yes
24126,34,management,married,tertiary,no,8,yes,no,telephone,5,nov,6,1,-1,0,unknown,no
24129,26,management,single,tertiary,no,4683,yes,no,telephone,5,nov,5,1,-1,0,unknown,no
24131,37,services,married,secondary,no,1970,yes,no,telephone,5,nov,253,1,-1,0,unknown,yes
24137,34,management,married,tertiary,no,1770,yes,no,unknown,6,nov,26,1,101,11,other,no
24138,30,management,single,tertiary,no,12857,yes,no,cellular,6,nov,150,1,-1,0,unknown,yes
24140,31,technician,single,tertiary,no,2807,no,no,unknown,8,nov,154,1,-1,0,unknown,yes
24155,48,management,married,tertiary,no,1,no,no,telephone,10,nov,248,1,-1,0,unknown,yes
24163,22,technician,single,secondary,no,333,no,yes,telephone,12,nov,129,1,-1,0,unknown,no
24164,37,technician,married,secondary,no,1016,yes,yes,telephone,12,nov,24,1,-1,0,unknown,no
24166,30,admin.,married,secondary,no,873,yes,no,telephone,12,nov,119,1,167,3,success,no
24183,30,technician,single,secondary,no,816,yes,no,unknown,14,nov,179,1,-1,0,unknown,yes
24186,57,blue-collar,married,secondary,no,5270,yes,no,telephone,17,nov,101,1,-1,0,unknown,no
24201,35,management,married,tertiary,no,94,yes,no,unknown,17,nov,108,1,-1,0,unknown,no
24202,49,blue-collar,divorced,primary,no,514,no,no,cellular,17,nov,221,1,-1,0,unknown,no
24206,42,self-employed,married,tertiary,no,4960,no,no,cellular,17,nov,139,1,-1,0,unknown,no
24213,56,management,married,tertiary,no,6798,yes,no,cellular,17,nov,250,1,-1,0,unknown,no
24215,54,blue-collar,married,primary,no,69,no,no,cellular,17,nov,71,1,-1,0,unknown,no
24226,48,management,married,tertiary,no,3419,yes,no,cellular,17,nov,75,1,-1,0,unknown,no
24227,55,retired,married,secondary,no,103,yes,yes,cellular,17,nov,57,1,-1,0,unknown,no
24230,39,admin.,married,secondary,no,2598,no,no,cellular,17,nov,123,1,-1,0,unknown,no
24232,40,self-employed,single,tertiary,no,1693,yes,no,cellular,17,nov,353,1,-1,0,unknown,no
24236,59,admin.,married,secondary,no,231,no,yes,cellular,17,nov,59,1,-1,0,unknown,no
24239,52,management,married,tertiary,no,1701,yes,yes,cellular,17,nov,381,1,117,2,other,no
24241,52,admin.,married,secondary,no,1274,yes,no,cellular,17,nov,74,1,-1,0,unknown,no
24244,45,technician,married,secondary,no,1,yes,no,cellular,17,nov,433,1,-1,0,unknown,no
24249,53,technician,married,secondary,no,65,no,no,cellular,17,nov,178,1,-1,0,unknown,no
24250,49,services,married,secondary,no,1114,no,no,cellular,17,nov,283,1,-1,0,unknown,no
24256,54,blue-collar,married,primary,no,2440,no,yes,cellular,17,nov,334,1,-1,0,unknown,no
24269,44,management,married,tertiary,no,1034,no,no,cellular,17,nov,73,1,-1,0,unknown,no
24274,43,management,married,tertiary,no,0,yes,no,cellular,17,nov,110,1,-1,0,unknown,no
24275,57,blue-collar,married,secondary,no,1540,yes,no,cellular,17,nov,564,1,-1,0,unknown,yes
24276,34,blue-collar,married,secondary,no,751,yes,yes,cellular,17,nov,1303,1,-1,0,unknown,yes
24277,31,entrepreneur,single,tertiary,no,1454,no,no,cellular,17,nov,377,1,-1,0,unknown,no
24282,40,admin.,married,secondary,no,0,yes,yes,cellular,17,nov,57,1,-1,0,unknown,no
24286,38,management,married,tertiary,no,1875,no,no,cellular,17,nov,286,1,-1,0,unknown,no
24289,44,admin.,divorced,secondary,no,0,no,no,cellular,17,nov,57,1,-1,0,unknown,no
24291,49,entrepreneur,married,secondary,no,2655,no,no,cellular,17,nov,63,1,-1,0,unknown,no
24292,57,admin.,married,primary,no,1694,yes,no,telephone,17,nov,378,1,-1,0,unknown,no
24299,55,management,married,secondary,no,2410,yes,no,cellular,17,nov,135,1,-1,0,unknown,no
24300,50,management,married,secondary,no,633,no,yes,telephone,17,nov,302,1,111,6,failure,no
24305,47,blue-collar,married,secondary,no,4403,yes,yes,unknown,17,nov,81,1,-1,0,unknown,no
24307,52,management,married,tertiary,no,2063,yes,no,cellular,17,nov,114,1,-1,0,unknown,no
24309,33,technician,married,tertiary,no,326,yes,no,cellular,17,nov,238,1,-1,0,unknown,no
24321,54,blue-collar,married,secondary,no,0,no,no,telephone,17,nov,483,1,-1,0,unknown,no
24322,58,management,married,tertiary,no,7387,no,no,telephone,17,nov,85,1,-1,0,unknown,no
24326,49,admin.,married,secondary,no,272,yes,yes,cellular,17,nov,108,1,-1,0,unknown,no
24327,40,services,divorced,secondary,no,5766,yes,yes,cellular,17,nov,68,2,173,1,failure,no
24330,58,management,divorced,tertiary,no,0,no,no,cellular,17,nov,107,1,-1,0,unknown,no
24331,39,management,married,tertiary,no,500,yes,no,cellular,17,nov,257,1,178,2,other,no
24333,34,student,single,unknown,no,5827,no,no,cellular,17,nov,97,2,-1,0,unknown,no
24339,54,admin.,divorced,secondary,no,7089,no,no,telephone,17,nov,40,1,-1,0,unknown,no
24342,54,admin.,married,secondary,no,865,yes,no,cellular,17,nov,71,1,-1,0,unknown,no
24346,54,admin.,married,secondary,no,191,yes,yes,telephone,17,nov,44,1,-1,0,unknown,no
24347,48,management,single,tertiary,no,8106,no,no,unknown,17,nov,125,1,111,3,failure,no
24348,45,technician,divorced,secondary,no,30,yes,yes,cellular,17,nov,88,1,-1,0,unknown,no
24350,56,management,married,primary,no,-155,yes,no,cellular,17,nov,282,1,-1,0,unknown,no
24354,53,services,married,secondary,no,1364,no,no,cellular,17,nov,508,1,115,1,failure,no
24372,53,admin.,married,secondary,no,1661,yes,yes,cellular,17,nov,85,1,-1,0,unknown,no
24379,50,unemployed,single,secondary,no,2668,no,no,telephone,17,nov,1606,1,-1,0,unknown,no
24391,53,technician,divorced,tertiary,no,2228,no,no,cellular,17,nov,890,1,-1,0,unknown,yes
24397,45,technician,single,secondary,no,819,no,yes,cellular,17,nov,200,1,-1,0,unknown,no
24401,35,management,married,tertiary,no,1108,yes,no,cellular,17,nov,52,1,-1,0,unknown,no
24429,43,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,nov,105,1,-1,0,unknown,no
24433,37,entrepreneur,single,tertiary,no,1467,yes,yes,cellular,17,nov,349,1,-1,0,unknown,no
24434,38,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,nov,65,1,-1,0,unknown,no
24439,43,admin.,married,tertiary,no,279,yes,no,cellular,17,nov,111,1,-1,0,unknown,no
24440,56,admin.,married,secondary,no,1270,yes,no,cellular,17,nov,80,2,165,2,other,no
24444,36,management,married,tertiary,no,441,yes,yes,cellular,17,nov,160,2,-1,0,unknown,no
24451,42,services,married,secondary,no,1048,yes,no,cellular,17,nov,71,1,186,1,failure,no
24453,35,technician,married,secondary,no,0,yes,yes,cellular,17,nov,199,1,-1,0,unknown,no
24456,41,management,married,secondary,no,71,yes,no,cellular,17,nov,64,1,-1,0,unknown,no
24464,32,management,single,tertiary,no,0,yes,yes,cellular,17,nov,107,2,-1,0,unknown,no
24474,36,blue-collar,married,secondary,no,1797,yes,yes,cellular,17,nov,166,1,181,2,failure,no
24481,58,admin.,married,secondary,no,2747,no,no,cellular,17,nov,907,2,-1,0,unknown,no
24482,57,management,married,tertiary,yes,-24,yes,no,telephone,17,nov,14,1,-1,0,unknown,no
24500,48,management,divorced,tertiary,no,757,yes,no,cellular,17,nov,90,1,-1,0,unknown,no
24501,45,management,divorced,tertiary,no,3150,yes,no,cellular,17,nov,101,2,-1,0,unknown,no
24531,37,management,married,tertiary,no,785,yes,no,cellular,17,nov,219,2,-1,0,unknown,no
24538,32,management,married,tertiary,no,6274,yes,no,cellular,17,nov,500,2,-1,0,unknown,no
24540,52,management,married,tertiary,no,2920,yes,no,cellular,17,nov,131,2,-1,0,unknown,no
24545,40,services,married,secondary,no,28,no,no,telephone,17,nov,48,1,-1,0,unknown,no
24557,44,management,married,tertiary,no,1451,yes,no,cellular,17,nov,157,3,150,12,failure,no
24563,46,blue-collar,married,primary,no,2749,yes,no,cellular,17,nov,332,1,-1,0,unknown,no
24564,40,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,113,1,-1,0,unknown,no
24565,42,admin.,single,secondary,no,1143,yes,yes,telephone,17,nov,106,1,-1,0,unknown,no
24570,55,technician,married,tertiary,no,0,no,no,cellular,17,nov,501,1,-1,0,unknown,no
24574,52,technician,married,secondary,no,1818,no,yes,cellular,17,nov,189,2,111,4,failure,no
24577,38,management,married,secondary,no,242,no,no,cellular,17,nov,88,2,-1,0,unknown,no
24579,37,admin.,married,tertiary,no,0,yes,no,cellular,17,nov,65,2,119,1,failure,no
24587,33,self-employed,single,tertiary,no,2155,no,no,cellular,17,nov,295,1,-1,0,unknown,no
24595,52,technician,married,unknown,no,0,yes,no,cellular,17,nov,136,1,-1,0,unknown,no
24604,47,technician,married,secondary,no,734,yes,no,cellular,17,nov,92,3,-1,0,unknown,no
24611,34,management,single,tertiary,no,1049,yes,no,cellular,17,nov,101,2,129,1,failure,no
24615,43,blue-collar,married,secondary,no,-210,yes,no,cellular,17,nov,523,2,-1,0,unknown,no
24629,50,management,married,tertiary,no,463,no,yes,cellular,17,nov,141,3,-1,0,unknown,no
24631,40,management,married,tertiary,no,486,yes,yes,cellular,17,nov,69,2,-1,0,unknown,no
24633,38,technician,single,secondary,no,1255,yes,no,cellular,17,nov,151,2,171,2,failure,no
24637,49,blue-collar,divorced,secondary,no,23,no,no,cellular,17,nov,221,2,-1,0,unknown,no
24639,40,housemaid,married,secondary,no,1029,yes,yes,cellular,17,nov,117,2,117,3,failure,no
24644,38,admin.,married,secondary,no,0,no,no,telephone,17,nov,599,2,158,8,other,no
24656,46,management,married,tertiary,no,1375,yes,no,cellular,17,nov,308,3,-1,0,unknown,no
24665,31,blue-collar,married,secondary,no,1354,yes,yes,cellular,17,nov,222,2,-1,0,unknown,no
24672,41,management,married,secondary,no,3018,yes,no,cellular,17,nov,536,2,-1,0,unknown,no
24677,44,management,married,tertiary,no,724,yes,no,cellular,17,nov,157,2,172,1,failure,no
24686,43,management,married,tertiary,no,430,no,no,cellular,17,nov,44,2,-1,0,unknown,no
24687,40,unemployed,married,secondary,no,219,yes,no,cellular,17,nov,204,2,196,1,failure,no
24692,48,technician,married,unknown,no,2106,yes,no,cellular,17,nov,499,2,195,1,failure,no
24696,35,technician,divorced,tertiary,no,825,yes,no,cellular,17,nov,273,2,-1,0,unknown,no
24698,40,technician,married,secondary,no,1269,yes,no,cellular,17,nov,353,1,172,1,failure,no
24702,56,management,single,tertiary,no,1092,yes,yes,cellular,17,nov,176,3,186,4,failure,no
24707,43,management,single,secondary,no,469,yes,no,cellular,17,nov,181,4,-1,0,unknown,no
24710,45,entrepreneur,married,secondary,no,781,no,yes,cellular,17,nov,652,2,126,2,failure,yes
24713,54,retired,married,secondary,no,1826,yes,no,cellular,17,nov,264,4,-1,0,unknown,no
24719,46,admin.,married,secondary,no,4958,yes,no,cellular,17,nov,64,3,150,5,other,no
24721,43,blue-collar,married,primary,no,197,yes,no,cellular,17,nov,48,2,-1,0,unknown,no
24728,35,management,married,tertiary,no,1485,yes,no,cellular,17,nov,104,1,-1,0,unknown,no
24730,40,blue-collar,married,secondary,no,755,no,no,cellular,17,nov,408,1,117,1,failure,no
24735,40,management,married,tertiary,no,1777,yes,no,cellular,18,nov,81,4,-1,0,unknown,no
24737,35,self-employed,married,secondary,no,3329,no,no,cellular,18,nov,166,1,-1,0,unknown,no
24742,56,management,married,secondary,no,0,no,no,telephone,18,nov,189,1,-1,0,unknown,no
24747,54,technician,divorced,secondary,no,2868,no,no,cellular,18,nov,42,1,-1,0,unknown,no
24750,57,self-employed,married,tertiary,no,894,yes,no,cellular,18,nov,79,1,-1,0,unknown,no
24759,37,technician,married,secondary,no,195,yes,no,cellular,18,nov,68,1,194,2,failure,no
24761,41,technician,married,secondary,no,3275,yes,no,cellular,18,nov,121,1,168,1,other,no
24765,55,services,married,tertiary,no,606,no,yes,cellular,18,nov,114,2,-1,0,unknown,no
24770,54,technician,divorced,tertiary,no,2133,no,no,cellular,18,nov,176,1,-1,0,unknown,no
24777,44,technician,married,secondary,no,10888,yes,no,cellular,18,nov,67,1,105,1,failure,no
24790,33,technician,married,secondary,no,256,yes,no,cellular,18,nov,76,1,-1,0,unknown,no
24806,40,admin.,single,secondary,no,0,yes,no,cellular,18,nov,341,1,-1,0,unknown,no
24814,47,technician,married,secondary,no,93,no,yes,cellular,18,nov,194,1,-1,0,unknown,no
24818,35,technician,married,secondary,no,14,yes,no,telephone,18,nov,23,1,-1,0,unknown,no
24820,50,management,married,secondary,no,2717,yes,no,cellular,18,nov,188,1,-1,0,unknown,no
24821,59,management,married,tertiary,no,63,no,no,telephone,18,nov,89,1,-1,0,unknown,no
24824,38,entrepreneur,divorced,secondary,no,36,no,no,cellular,18,nov,84,2,-1,0,unknown,no
24825,54,technician,married,secondary,no,13,yes,no,cellular,18,nov,145,2,-1,0,unknown,no
24827,36,technician,married,secondary,no,154,yes,no,cellular,18,nov,231,1,96,2,other,no
24829,41,management,married,tertiary,no,1199,yes,no,cellular,18,nov,286,1,-1,0,unknown,no
24830,51,entrepreneur,married,tertiary,yes,4,yes,no,cellular,18,nov,80,1,-1,0,unknown,no
24832,38,entrepreneur,single,tertiary,yes,0,yes,no,cellular,18,nov,120,1,-1,0,unknown,no
24835,47,management,divorced,tertiary,no,428,yes,no,cellular,18,nov,116,1,167,1,other,no
24838,36,blue-collar,married,unknown,no,722,yes,no,cellular,18,nov,242,1,182,2,failure,no
24839,42,admin.,single,secondary,no,-247,yes,yes,cellular,18,nov,104,2,28,2,success,no
24859,46,technician,married,secondary,no,68,yes,yes,cellular,18,nov,111,2,155,3,failure,no
24861,50,services,divorced,secondary,no,330,yes,yes,cellular,18,nov,281,1,-1,0,unknown,no
24863,31,blue-collar,married,secondary,no,225,yes,no,cellular,18,nov,236,1,-1,0,unknown,no
24864,32,blue-collar,single,secondary,no,53,yes,no,cellular,18,nov,276,1,195,1,failure,no
24866,38,management,married,tertiary,no,1802,no,no,cellular,18,nov,74,1,-1,0,unknown,no
24867,37,housemaid,single,tertiary,no,561,no,no,cellular,18,nov,188,1,165,2,failure,no
24871,41,technician,married,secondary,no,1226,no,no,cellular,18,nov,261,1,-1,0,unknown,no
24879,45,blue-collar,single,secondary,no,91,no,yes,cellular,18,nov,149,1,127,2,failure,no
24894,46,unemployed,single,secondary,no,836,no,no,cellular,18,nov,95,1,-1,0,unknown,no
24903,41,services,married,secondary,no,446,yes,no,cellular,18,nov,296,1,186,1,success,no
24921,49,admin.,married,secondary,no,1323,yes,no,cellular,18,nov,84,1,-1,0,unknown,no
24923,34,management,single,tertiary,no,1494,yes,no,cellular,18,nov,596,1,182,1,other,yes
24934,49,entrepreneur,married,primary,no,6188,no,no,cellular,18,nov,453,1,-1,0,unknown,yes
24935,37,self-employed,divorced,tertiary,yes,353,yes,yes,cellular,18,nov,134,1,-1,0,unknown,no
24949,45,technician,divorced,secondary,no,5862,yes,no,cellular,18,nov,352,1,110,3,other,no
24952,58,management,married,primary,no,1021,no,no,unknown,18,nov,205,1,-1,0,unknown,no
24957,36,management,married,tertiary,no,1100,yes,no,cellular,18,nov,93,1,-1,0,unknown,no
24958,58,retired,divorced,secondary,no,63,no,no,cellular,18,nov,509,1,-1,0,unknown,no
24961,47,blue-collar,married,secondary,no,3237,yes,no,cellular,18,nov,38,1,187,3,failure,no
24969,32,entrepreneur,divorced,secondary,no,-934,yes,no,cellular,18,nov,50,1,-1,0,unknown,no
24978,55,retired,divorced,primary,no,1174,yes,no,cellular,18,nov,245,1,-1,0,unknown,no
24983,31,services,single,secondary,no,2038,yes,no,cellular,18,nov,239,1,182,1,failure,no
24996,34,entrepreneur,single,tertiary,yes,1709,no,yes,cellular,18,nov,288,1,-1,0,unknown,no
24998,34,technician,single,secondary,no,18777,yes,no,cellular,18,nov,535,1,-1,0,unknown,no
24999,54,management,divorced,tertiary,no,2171,yes,yes,telephone,18,nov,1034,1,-1,0,unknown,yes
25000,30,admin.,divorced,secondary,no,83,yes,yes,cellular,18,nov,118,2,196,1,failure,no
25009,53,management,married,tertiary,no,800,no,no,cellular,18,nov,90,1,-1,0,unknown,no
25021,34,admin.,married,secondary,no,45,yes,no,cellular,18,nov,79,1,-1,0,unknown,no
25023,37,blue-collar,single,secondary,no,690,yes,no,cellular,18,nov,105,1,179,2,failure,no
25027,31,housemaid,married,primary,no,2603,yes,no,cellular,18,nov,224,1,-1,0,unknown,no
25037,38,blue-collar,married,secondary,no,-288,yes,yes,cellular,18,nov,68,1,165,2,failure,no
25039,55,management,married,tertiary,no,16786,no,no,cellular,18,nov,90,1,-1,0,unknown,no
25044,32,services,single,secondary,no,936,yes,no,cellular,18,nov,61,1,-1,0,unknown,no
25045,41,technician,married,secondary,no,2123,no,no,cellular,18,nov,232,1,102,2,failure,no
